Project Number,Project Number Sequence,Plan Series,Capital Plan,Agency Name,Category Description,Element Description,Project Description,Latitude,Longitude,Location Indicator,Location
U7030225,2,7,Capital Plan 2015 - 2019,Mta Bus Company,BUS COMPANY PROJECTS,BUS COMPANY PROJECTS,Environmental Remediation: Underground Storage Tanks at 2 locations,40.883396,-73.822289,multilocation,"(40.883396, -73.822289)"
ET060310,8,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: Seal Conduit and Duct Penetrations (SBFP),40.727331,-73.973032,multilocation,"(40.727331, -73.973032)"
T6080610,5,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Private Branch Exchange (PBX) System Upgrades - Design Only,40.69275,-73.987514,multilocation,"(40.69275, -73.987514)"
T7080302,21,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Communications-Based Train Control (CBTC) Technical Support Contract on the Flushing Line,40.757424,-73.837652,multilocation,"(40.757424, -73.837652)"
T8050290,2,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE TRACK REHABILITATION,Mainline Track Replacement 2023 / Broadway (Canal St),40.876962,-73.884238,multilocation,"(40.876962, -73.884238)"
T8041213,1,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,Station Components: Main Street on the Flushing Line,40.751745,-73.855324,multilocation,"(40.751745, -73.855324)"
T6041274,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at 157 Street Station on the Broadway-7th Avenue Line,40.834028,-73.944896,base,"(40.834028, -73.944896)"
ET080206,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,SIGNALS & COMMUNICATIONS,SIGNAL/COMM REPAIRS: SANDY,Recovery: Signals in Under River Tubes - Design Only,40.700122,-74.001987,multilocation,"(40.700122, -74.001987)"
S7070112,1,7,Capital Plan 2015 - 2019,Staten Island Railway,STATEN ISLAND RAILWAY,SIR: MISCELLANEOUS,Enhanced Station Initiative: Richmond Valley (SBMP),40.519662,-74.229,base,"(40.519662, -74.229)"
T8041277,2,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,Ventilator Repairs at 3 Locations in Manhattan,40.738345,-73.996105,multilocation,"(40.738345, -73.996105)"
T7090209,1,7,Capital Plan 2015 - 2019,New York City Transit,TRACTION POWER,SUBSTATIONS,Replace Substation Roof and Enclosure at Gates Avenue-Ridgewood Substation (SBMP),40.699747,-73.91228,base,"(40.699747, -73.91228)"
ET050218,12,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACK,TRACK/SWITCH REPAIRS: SANDY,Recovery: Mainline Switches (200th to 207th Street / 8th Avenue),40.86642,-73.924699,multilocation,"(40.86642, -73.924699)"
T6080622,48,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.757042,-73.989903,multilocation,"(40.757042, -73.989903)"
T7040707,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 7 Escalators at Various Locations in the Bronx and Manhattan,40.757731,-73.969468,multilocation,"(40.757731, -73.969468)"
T7080620,37,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations,40.666243,-73.883912,multilocation,"(40.666243, -73.883912)"
T7090202,1,7,Capital Plan 2015 - 2019,New York City Transit,TRACTION POWER,SUBSTATIONS,Renewal of Avenue Z Substation on the Culver Line,40.585985,-73.975026,base,"(40.585985, -73.975026)"
T8060526,2,8,Capital Plan 2020 - 2024,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Sandy Mitigation: Pump Room Enhancements,40.830252,-73.933158,multilocation,"(40.830252, -73.933158)"
G6090146,1,6,Capital Plan 2010 - 2014,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: GCT Concourse and Facilities Fit-Out,40.7528,-73.9765,base,"(40.7528, -73.9765)"
T70412B5,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Enhanced Station Initiative: Package 4 - Ventilator Repairs at 23 Street on the 6 Avenue Line,40.742908,-73.992782,base,"(40.742908, -73.992782)"
G7140122,1,7,Capital Plan 2015 - 2019,Capital Construction Company,REGIONAL INVESTMENTS,REGIONAL INVESTMENTS,High Speed Rail Grant Reserve,40.750957,-73.929014,base,"(40.750957, -73.929014)"
T7080340,10,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Install Communication-Based Train Control (CBTC): Queens Blvd East and Interlockings - Design Only,40.701399,-73.804359,multilocation,"(40.701399, -73.804359)"
N6110101,1,6,Capital Plan 2010 - 2014,Mta Interagency,MTA BSC / FACILITIES REHAB,MTA BSC / FACILITIES REHAB,Complete implementation of MTA Business Service Center,40.753182,-73.995055,base,"(40.753182, -73.995055)"
T7080610,53,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations (Transit Wireless),40.802014,-73.949681,multilocation,"(40.802014, -73.949681)"
T6041242,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Renewal of 18 Avenue Station on the Culver Line,40.629754,-73.97696,base,"(40.629754, -73.97696)"
T7040703,5,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 8 Traction Elevators at Various Locations,40.697722,-73.993337,multilocation,"(40.697722, -73.993337)"
ET090305,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTIONPOWER MITIGATION:SANDY,Mitigation: Substation Hardening in Flood Prone Areas,40.581791,-73.833687,multilocation,"(40.581791, -73.833687)"
T8050290,1,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE TRACK REHABILITATION,Mainline Track Replacement 2023 / Broadway (Canal St),40.829617,-73.921178,multilocation,"(40.829617, -73.921178)"
T7080640,223,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.703168,-74.013012,multilocation,"(40.703168, -74.013012)"
T6120320,1,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT REHAB AND RECONSTRUCTION,Fireproofing Sealant 2nd and 3rd Floors at Tuskegee Depot (SBMP),40.788473,-73.949978,base,"(40.788473, -73.949978)"
T7080640,52,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.67993,-73.884586,multilocation,"(40.67993, -73.884586)"
ET100312,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,SHOPS & YARDS,SHOPS&YARDS MITIGATION: SANDY,Mitigation: 207th Street Yard Portal,40.866039,-73.913893,base,"(40.866039, -73.913893)"
T8040717,3,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 19 Elevators at Various Locations,40.847542,-73.939644,multilocation,"(40.847542, -73.939644)"
T6080621,3,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 30 Stations,40.718074,-73.999924,multilocation,"(40.718074, -73.999924)"
T7041259,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair Mezzanine Wall Finishes at Bowery on the Nassau Loop (SBMP),40.720246,-73.993799,base,"(40.720246, -73.993799)"
D704TN27,1,7,Capital Plan 2015 - 2019,Bridges And Tunnels,UTILITIES,THROGS NECK BRIDGE,Service Building Fire Alarm Upgrade -Throgs Neck Bridge,40.817341,-73.804919,base,"(40.817341, -73.804919)"
D604BB45,1,6,Capital Plan 2010 - 2014,Bridges And Tunnels,Utilities,Brooklyn-Battery Tunnel,Replacement of the electrical switchgear and equipment at Brooklyn-Battery Tunnel,40.680687,-74.00587,base,"(40.680687, -74.00587)"
T7080640,42,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.689597,-73.922244,multilocation,"(40.689597, -73.922244)"
T8041370,2,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,ACCESSIBILITY,ADA Emergency Elevator Two-Way Communication System,40.690422,-73.988864,multilocation,"(40.690422, -73.988864)"
D601HH89,1,6,Capital Plan 2010 - 2014,Bridges And Tunnels,Structures,Henry Hudson Bridge,Skewbacks retrofit - Henry Hudson Bridge,40.878202,-73.921895,base,"(40.878202, -73.921895)"
T7080640,19,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.651144,-73.962834,multilocation,"(40.651144, -73.962834)"
T7120418,12,7,Capital Plan 2015 - 2019,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Automated Fuel Management System Upgrade,40.678122,-73.899624,multilocation,"(40.678122, -73.899624)"
T70412I4,4,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Ventilator Repairs at 4 Locations in Manhattan (Upper),40.86545,-73.927353,multilocation,"(40.86545, -73.927353)"
T6041244,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Renewal of Avenue I Station on the Culver Line,40.625215,-73.97607,base,"(40.625215, -73.97607)"
T7160708,1,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Employee Facility Relocation of Track Quarters at 14 Street-Union Square - Design Only,40.734758,-73.989926,base,"(40.734758, -73.989926)"
T7080350,11,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Install Communication-Based Train Control on the Queens Boulevard Line West - Phase 1,40.731237,-73.865196,multilocation,"(40.731237, -73.865196)"
T8060506,6,8,Capital Plan 2020 - 2024,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Rehab Fan Plant Damper Systems - 7 Locations,40.71639,-73.833859,multilocation,"(40.71639, -73.833859)"
T8041238,27,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,"Station Components: 43 Locations, Phase 1",40.629788,-74.025488,multilocation,"(40.629788, -74.025488)"
D801TN49,1,8,Capital Plan 2020 - 2024,Bridges And Tunnels,STRUCTURES,THROGS NECK BRIDGE,Main Cable and Suspender Rope Investigation at the Throgs Neck Bridge,40.796153,-73.793397,base,"(40.796153, -73.793397)"
D807VNPT,1,8,Capital Plan 2020 - 2024,Bridges And Tunnels,STRUCTURAL PAINTING,VERRAZZANO-NARROWS BRIDGE,Miscellaneous Painting at the Verrazzano-Narrows Bridge,40.6023664,-74.0618919,base,"(40.6023664, -74.0618919)"
T7080640,208,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.707456,-73.803702,multilocation,"(40.707456, -73.803702)"
T8050351,3,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2024 / West End,40.578577,-73.981539,multilocation,"(40.578577, -73.981539)"
T7080640,143,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.742908,-73.992782,multilocation,"(40.742908, -73.992782)"
T8090404,9,8,Capital Plan 2020 - 2024,New York City Transit,TRACTION POWER,POWER DISTRIBUTION,Rehabilitation of 11 CBHs and 1 Enclosure - Design Only,40.63692,-73.948082,multilocation,"(40.63692, -73.948082)"
T7080610,27,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations (Transit Wireless),40.830524,-73.941577,multilocation,"(40.830524, -73.941577)"
T6080622,4,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.712612,-73.783971,multilocation,"(40.712612, -73.783971)"
ET160311,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,MISCELLANEOUS/EMERGENCY,MISCELLANEOUS MITIGATION:SANDY,Mitigation: Zerega Maintenance Facility,40.822941,-73.841575,base,"(40.822941, -73.841575)"
T5080615,25,5,Capital Plan 2005 - 2009,New York City Transit,SIGNALS AND COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Public Address / Customer Information Screens - Phase 3,40.683264,-73.965868,multilocation,"(40.683264, -73.965868)"
D701AW98,1,7,Capital Plan 2015 - 2019,Bridges And Tunnels,STRUCTURES,AGENCY-WIDE,Design development and study for Phase II - Tunnel Improvements and Modernization of the Brooklyn-Battery (Hugh L. Carey) and Queens Midtown Tunnels,40.680687,-74.00587,multilocation,"(40.680687, -74.00587)"
T8080304,11,8,Capital Plan 2020 - 2024,New York City Transit,SIGNALS & COMMUNICATION,SIGNAL MODERNIZATION,SigMod: 8 Av and 2 Interlockings (Add supp costs),40.759166,-73.988375,multilocation,"(40.759166, -73.988375)"
T5049906,1,5,Capital Plan 2005 - 2009,New York City Transit,PASSENGER STATIONS,ARRA STATIONS PROJECTS,Rehabilitate Bay 50th Street Station - West End Line,40.588572,-73.983745,base,"(40.588572, -73.983745)"
T6080623,58,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 68 Stations,40.840649,-73.940069,multilocation,"(40.840649, -73.940069)"
T6080662,39,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Upgrade Access Nodes at 60 Stations,40.608058,-74.001768,multilocation,"(40.608058, -74.001768)"
G7130120,1,7,Capital Plan 2015 - 2019,Capital Construction Company,LIRR EXPANSION PROJECT,LIRR EXPANSION PROJECT,LIRR Expansion Project: Arts for Transit,40.7493,-73.6407,base,"(40.7493, -73.6407)"
D607TN85,1,6,Capital Plan 2010 - 2014,Bridges And Tunnels,Structural Painting,Throgs Neck Bridge,Paint - Steel Members of the Suspended Span Deck - Throgs Neck Bridge,40.81225,-73.794247,base,"(40.81225, -73.794247)"
T7080301,3,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Install Communication-Based Train Control on the Queens Boulevard Line West - Phase 2,40.723354,-73.848135,multilocation,"(40.723354, -73.848135)"
T6040710,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS/ELEVATORS,Replace 8 Traction Elevators at Various Locations - Design Only,40.69434,-73.992695,multilocation,"(40.69434, -73.992695)"
M6050101,1,6,Capital Plan 2010 - 2014,Metro-North Railroad,POWER,POWER,Replace and Upgrade Substation Bridge 23,40.911417,-73.82908,base,"(40.911417, -73.82908)"
G8090111,1,8,Capital Plan 2020 - 2024,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: OCIP,40.753,-73.97706,base,"(40.753, -73.97706)"
T8041243,1,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,Station Renewal: 111 Street on the Flushing Line,40.751745,-73.855324,base,"(40.751745, -73.855324)"
T7080613,15,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Replacement of Public Address/Customer Information Screens Electronics on the Canarsie Line,40.70732,-73.939777,multilocation,"(40.70732, -73.939777)"
D804HC83,1,8,Capital Plan 2020 - 2024,Bridges And Tunnels,UTILITIES,HUGH L. CAREY TUNNEL,Preliminary Design for the Installation of a Fire Suppression System - Hugh L. Carey Tunnel,40.6817798,-74.0053295,base,"(40.6817798, -74.0053295)"
L70604YP,2,7,Capital Plan 2015 - 2019,Long Island Rail Road,SHOPS AND YARDS,EMPLOYEE FACILITIES,Rehab of Employee Facilities - 5 Locations,40.7682325,-73.5236552,multilocation,"(40.7682325, -73.5236552)"
T6120429,1,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,New Bus Command Center Building,40.678119,-73.898576,base,"(40.678119, -73.898576)"
T7080620,42,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations,40.734758,-73.989926,multilocation,"(40.734758, -73.989926)"
T6160222,2,6,Capital Plan 2010 - 2014,New York City Transit,MISC./EMERGENCY,MISCELLANEOUS,Help Point at Bronx Park East on the White Plains Road Line and 82nd Street-Jackson Heights on the Flushing Line (SBMP),40.848854,-73.868425,multilocation,"(40.848854, -73.868425)"
EM040205,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,COMMUNICATIONS AND SIGNALS,COMM/SIGNAL REPAIRS: SANDY,Communications & Signal Infrastructure Restoration Phase 1,41.201439,-73.889163,multilocation,"(41.201439, -73.889163)"
T6041220,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Rehabilitation of Avenue U Station on the Sea Beach Line,40.597463,-73.979126,base,"(40.597463, -73.979126)"
T8080313,22,8,Capital Plan 2020 - 2024,New York City Transit,SIGNALS & COMMUNICATION,SIGNAL MODERNIZATION,CBTC: Flushing Line Equipment Removals,40.757424,-73.837652,multilocation,"(40.757424, -73.837652)"
T7041260,2,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of Platform Components at 2 Locs on the Queens Boulevard Line - Design Only,40.729673,-73.860964,multilocation,"(40.729673, -73.860964)"
ET090215,4,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTION POWER REPAIRS: SANDY,Recovery: 6 Circuit Breaker Houses (Cranberry Tube) - Design Only,40.675046,-73.865564,multilocation,"(40.675046, -73.865564)"
T6080619,26,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Waterproofing of Communication Rooms,40.758956,-73.952783,multilocation,"(40.758956, -73.952783)"
T6040711,2,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS/ELEVATORS,Replace 6 Traction Elevators on the 8th Avenue Line - Design Only,40.852902,-73.937288,multilocation,"(40.852902, -73.937288)"
T7160703,1,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Employee Facility Consolidation at 2 Avenue Station on the 6 Avenue Line - Design Only,40.723347,-73.989975,base,"(40.723347, -73.989975)"
T6080624,2,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Waterproofing of Communication Rooms at 5 Locations (SBMP),40.686083,-73.990871,multilocation,"(40.686083, -73.990871)"
T7080340,5,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Install Communication-Based Train Control (CBTC): Queens Blvd East and Interlockings - Design Only,40.707461,-73.803709,multilocation,"(40.707461, -73.803709)"
T70412C1,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Enhanced Station Initiative: Package 8 - Ventilator Repairs at 167 Street on the Concourse Line,40.833779,-73.918424,base,"(40.833779, -73.918424)"
ET050210,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACK,TRACK/SWITCH REPAIRS: SANDY,Recovery: Mainline Track (Rutgers Tube),40.71,-73.99,base,"(40.71, -73.99)"
T7080640,158,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.752085,-73.929012,multilocation,"(40.752085, -73.929012)"
G5110104,2,5,Capital Plan 2005 - 2009,Capital Construction Company,FLUSHING LINE EXTENSION,FLUSHING LINE EXTENSION,Structural and Civil Construction for the Extension of #7 Subway Line,40.756017,-73.986952,multilocation,"(40.756017, -73.986952)"
T7090206,5,7,Capital Plan 2015 - 2019,New York City Transit,TRACTION POWER,SUBSTATIONS,Replace High Tension Switchgear at Various Locations,40.828348,-73.927075,multilocation,"(40.828348, -73.927075)"
